8 160
8 2 3166
1 3 1341
1 1 1988
2 1 5455
3 3 6845
4 2 4977
2 5 9443
2 6 1388
4 1 3350
2 7 5468
6 6 9854
4 6 9488
8 6 744
3 7 3089
1 1 6923
5 5 9053
5 6 7281
8 7 5111
3 2 2951
8 4 5725
4 1 434
1 4 9663
8 4 6756
7 6 8507
7 7 7907
2 3 9767
6 8 1493
6 7 2403
4 1 2221
3 1 8944
7 4 2600
1 4 6356
7 3 1551
3 1 2876
5 8 3082
7 1 1717
6 6 108
2 3 1346
4 7 9522
8 1 7986
7 7 2205
7 7 2032
2 6 3306
8 8 3123
3 4 8218
5 2 8218
1 7 2175
4 8 7369
5 4 5263
6 3 5159
8 2 2782
4 8 4916
4 1 1225
5 8 2112
7 2 2435
8 6 6453
1 6 3931
7 1 2715
8 5 5206
6 3 7272
5 2 4209
2 5 8616
5 8 6848
6 5 6807
5 3 5017
8 3 7262
4 3 5260
6 2 5468
8 1 5585
5 6 8779
5 2 2092
5 3 5024
5 8 2312
4 5 7260
3 1 5694
3 8 3128
8 3 6835
3 1 2636
7 8 7900
7 5 593
1 1 9523
4 5 173
3 1 7460
2 5 8960
5 7 4081
3 1 4312
2 8 6107
4 3 3395
7 1 5242
2 7 3206
3 7 8206
5 2 7155
1 4 2315
5 6 6887
4 2 381
4 4 1461
4 6 3741
6 1 5183
8 8 4903
1 1 4837
7 3 6467
4 7 5532
6 8 3407
1 4 2404
7 7 2486
4 3 9345
8 6 6110
4 3 5967
2 2 8846
8 2 1702
4 8 8777
6 4 2295
1 1 2430
8 1 6641
3 8 6592
8 3 10
1 2 7559
6 6 1697
4 7 9466
1 7 8811
7 2 6587
7 8 7350
5 8 1902
3 7 5263
3 2 670
2 1 5800
3 1 4817
1 7 1462
1 2 917
2 3 8083
5 1 500
7 7 8283
4 3 6963
1 5 6297
7 8 8690
4 1 9331
3 4 4859
4 4 4089
1 5 9339
5 6 3101
7 2 9781
3 8 8155
5 3 6869
7 4 8354
8 2 1953
1 6 1553
3 8 6220
6 3 4456
6 4 660
8 8 649
4 7 3235
8 1 8650
10 200
1 2 6949
2 3 2503
3 4 7420
4 5 32
5 6 7208
6 7 6659
7 8 3161
8 9 9160
9 10 939
1 10 9710
4 8 5478
4 9 8928
1 8 7875
2 8 9587
10 7 5793
4 9 3345
6 2 4173
4 6 1592
7 3 8250
9 4 5541
9 10 90
8 3 3108
5 3 1387
2 6 7914
10 5 8493
2 1 6551
8 8 6594
10 3 9140
4 9 5244
5 7 6860
5 7 5539
4 4 7501
1 1 9905
10 4 3410
5 5 5016
7 8 7958
9 5 885
5 4 3449
6 7 2977
1 2 1686
10 6 2932
8 2 4898
10 2 6510
6 1 1995
7 6 939
3 4 5486
2 5 5332
9 9 1945
7 4 5974
6 6 5667
1 6 212
4 5 2403
3 5 5347
2 10 429
8 7 1916
8 1 8300
5 2 8834
6 10 6464
1 9 329
6 4 2024
2 6 8409
5 9 7726
10 4 4770
6 5 8501
6 5 2329
2 2 7621
3 7 2335
6 2 3706
1 4 5184
9 1 6097
4 2 834
5 7 9623
10 8 6416
1 5 7722
1 10 1888
2 3 3500
2 5 7098
6 2 1661
2 2 5487
5 2 4547
4 8 861
7 2 4639
1 3 4636
8 3 2550
2 3 5161
9 6 8034
10 8 5818
9 3 3700
2 6 4493
8 3 8527
6 6 7824
6 4 7145
4 7 567
1 6 9211
10 9 5225
3 8 7291
8 9 3028
5 10 1122
6 1 8928
1 8 7980
7 3 727
10 1 8002
6 4 9428
4 5 476
4 6 2514
8 10 3783
8 7 7782
7 4 663
9 9 1383
8 1 8132
7 7 5456
5 8 4216
6 3 5402
6 6 7296
1 1 1503
4 9 6833
7 8 7669
10 7 6182
4 5 2423
6 4 7235
9 2 6442
4 6 569
10 1 3114
1 6 8289
8 8 8010
2 2 7500
4 10 4049
5 1 685
6 4 4881
10 9 5564
5 7 7065
8 2 110
8 3 9053
1 5 3320
2 2 3388
3 4 1769
4 9 4950
2 3 4360
7 1 7013
7 2 643
3 8 3381
7 5 7034
9 5 9467
3 5 2431
2 8 9575
9 10 2400
9 5 7738
8 7 5963
9 5 6903
3 3 5684
5 5 9542
7 4 1268
1 4 1432
7 6 9499
9 7 3756
3 8 4918
4 8 482
2 8 850
4 6 354
8 9 227
3 5 6031
6 4 7536
4 6 8499
5 4 676
5 2 1035
1 7 2962
10 10 929
1 3 6238
1 8 544
6 5 9914
2 8 4990
5 3 5505
10 8 2140
1 5 713
6 9 3655
10 1 3243
3 10 9172
4 3 1885
1 5 7342
6 10 8799
1 2 1938
1 8 2652
7 7 2210
7 9 8394
9 5 702
5 6 5595
7 9 5284
1 4 2956
7 6 5812
10 2 1502
8 2 2955
5 4 6202
7 1 5130
8 9 8239
1 7 2555
4 4 9112
8 10 872
4 2 5115
1 8 4431
3 8 5714
10 200
1 2 2525
2 3 2830
3 4 8332
4 5 8911
5 6 9031
6 7 350
7 8 4023
8 9 512
9 10 929
1 10 1
2 1 3909
6 4 9402
8 4 6074
9 9 3095
6 9 5055
6 1 2942
9 6 8258
5 5 2941
7 7 9642
9 1 570
1 2 6822
10 10 6396
1 7 3941
6 7 8389
1 2 5399
7 9 4432
10 9 3339
7 6 5076
10 2 5842
3 3 9824
5 3 2556
6 2 9295
3 5 9153
5 10 6649
5 2 9603
4 10 6091
5 9 8180
3 8 4745
8 7 1048
2 1 4760
7 5 8585
2 3 3726
8 5 8642
10 10 3054
1 4 6407
3 9 3757
5 5 4395
6 10 2932
2 9 8660
10 2 1221
1 9 3887
5 10 7129
3 10 46
4 9 6577
7 1 1462
6 5 101
2 10 3275
6 5 676
10 9 4675
9 8 3816
1 8 7924
8 3 5906
8 5 7055
5 10 523
1 9 2016
3 4 8430
5 5 2209
1 2 4236
7 1 9254
1 10 4663
6 10 8870
2 9 3164
7 9 1270
1 3 8182
5 4 600
10 8 7635
10 2 6691
8 2 2162
5 10 3333
8 10 5214
10 8 9025
2 9 5006
7 7 284
9 7 1256
10 1 851
1 1 4178
7 10 4041
7 9 3715
8 4 3874
2 1 5546
7 3 6193
2 6 6443
9 4 5849
2 2 7817
7 3 6517
8 5 6669
7 1 3998
8 7 3417
2 7 9160
5 8 6832
10 5 1096
4 8 7173
8 6 8227
8 9 8230
4 5 5365
3 4 6581
1 1 3162
9 8 4500
7 1 6406
8 5 4916
1 7 5242
7 10 2761
1 10 6126
7 7 8324
9 3 610
3 5 3836
3 7 5826
6 5 3325
6 3 3695
3 10 7161
8 1 2917
1 9 9859
1 9 780
6 8 5176
1 6 9920
3 10 5176
8 4 7613
5 10 1227
9 7 8492
5 9 5861
5 9 9223
4 9 9673
2 10 8032
1 7 1581
8 10 2198
10 2 5247
5 9 3660
7 5 6951
6 3 3267
7 9 1718
9 3 866
4 6 8656
6 9 5145
9 1 5514
9 1 1733
6 10 7116
4 6 2794
6 5 3648
6 10 3002
5 8 4550
2 8 1804
9 1 7682
4 7 8392
1 5 8363
4 6 1825
8 3 2346
3 7 5101
8 4 4055
7 1 6786
8 5 1785
9 8 4913
4 6 1743
5 2 8301
7 2 2618
1 5 6273
7 4 7815
2 6 8843
2 3 9368
9 9 9989
4 8 6675
9 8 4793
1 3 7910
5 8 8331
8 6 7552
5 8 7438
7 4 9721
3 5 7868
6 8 8320
3 6 3780
3 10 7249
8 10 9628
10 10 2721
9 6 560
10 3 1537
3 7 4014
1 5 6167
3 8 6693
1 5 4340
2 9 9516
4 2 5357
2 1 7296
2 2 6597
2 2 5002
3 3 3517
9 6 8405
2 8 5940
10 10 6639
2 2 2993
3 4 7073
10 7 2516
2 21
1 2 5996
1 2 2333
1 1 8929
2 1 283
2 1 3799
2 2 2203
1 1 4494
2 1 1132
1 2 476
2 1 7549
1 1 6416
1 1 2412
1 1 3772
2 1 8532
2 2 4817
2 2 5598
2 2 1287
2 2 8365
1 2 3886
1 1 6873
1 2 125
5 100
1 2 6397
2 3 7137
3 4 3242
4 5 4422
1 5 7261
5 5 5792
2 3 6960
5 2 2558
5 3 3844
1 4 8560
5 5 8797
5 5 2021
5 4 2146
1 3 8542
4 1 2963
4 3 8614
3 4 1657
4 1 3560
3 5 7947
1 2 3927
2 3 1029
1 5 2595
1 1 5298
1 1 3552
5 2 5047
4 2 1811
3 1 745
1 2 7955
5 4 5399
2 2 2232
3 3 9684
3 5 8518
2 3 3396
1 3 9986
2 4 834
1 5 6848
1 2 3818
5 2 1409
1 1 8530
4 4 2671
2 4 5095
1 1 4600
5 3 9557
5 3 2111
3 2 7157
3 2 7656
5 4 8574
5 4 5215
5 4 3842
4 5 6051
1 3 8471
1 3 9426
5 5 4215
3 1 8135
5 3 4736
1 3 1769
3 2 4692
1 3 602
5 5 7453
4 3 6994
1 4 1456
1 1 6876
1 2 1770
1 4 5885
5 5 5560
2 1 1627
5 3 7285
3 4 6353
5 5 2942
2 3 5581
2 3 6941
2 3 2116
2 1 8409
3 3 2672
5 4 6072
4 5 5764
2 1 9403
1 3 5563
5 2 9458
1 5 7632
4 3 6137
1 5 3441
4 3 8971
2 3 9645
1 2 893
4 2 154
2 3 2844
4 5 6359
4 5 8595
1 2 6062
4 2 9399
5 3 6415
1 3 3985
3 4 3877
5 4 4680
4 2 5601
3 5 970
3 1 8071
1 4 3257
3 1 9469
10 188
1 2 1342
2 3 5699
3 4 7261
4 5 9466
5 6 2114
6 7 1931
7 8 2308
8 9 6098
9 10 8275
1 10 8277
6 6 6395
5 10 5439
7 7 4818
8 1 288
10 2 3763
7 1 8348
7 9 8027
8 9 5287
4 4 3569
1 3 8195
9 8 8811
6 4 2660
4 2 6248
3 9 2418
1 9 3881
3 7 9231
3 3 881
9 2 8230
7 5 4043
5 8 2306
1 6 3245
1 1 5189
2 6 6440
9 9 4321
9 1 6901
1 5 7437
2 7 8101
4 7 3882
5 3 599
8 9 4206
5 10 5683
1 10 1426
9 4 6871
1 4 3189
1 4 3371
3 5 8476
9 8 3202
9 1 1929
10 6 6293
10 5 3512
5 1 8131
10 1 5312
5 2 7715
5 2 4291
6 4 1104
6 6 8388
3 6 1725
7 6 8348
7 7 133
9 7 179
10 3 4439
2 2 2509
4 8 5930
10 5 7493
10 10 1518
4 7 4905
3 2 5090
10 8 6525
7 4 3092
1 4 5388
9 4 3970
7 5 874
7 10 1171
9 10 8085
3 1 1156
1 6 7403
5 9 4356
5 8 2513
1 6 2858
2 6 5331
1 4 9796
1 2 4383
6 8 4402
6 8 273
1 1 6286
6 1 7191
10 7 4081
7 3 8680
9 4 9335
6 5 2530
9 8 4795
4 10 4216
8 5 6006
10 10 6093
4 2 4675
9 10 565
10 1 7724
2 8 8536
2 6 5879
8 4 9196
10 4 3873
4 9 232
2 7 9146
9 8 8137
3 1 8939
8 10 5410
4 1 8600
7 2 9217
3 5 6125
1 3 2180
8 2 9065
10 5 223
1 8 6389
8 6 8316
5 1 2629
3 8 2908
2 1 5400
3 10 1481
2 2 8888
6 4 4250
7 2 2801
3 3 5687
5 4 7125
6 1 5822
3 7 7872
1 1 4301
10 2 5674
9 7 9713
2 8 1306
9 5 6331
10 3 3984
10 5 8137
8 9 9020
4 6 8482
8 9 4661
1 1 141
2 1 6685
5 1 2891
9 4 680
6 4 9824
6 3 5206
10 4 5890
6 2 8450
7 5 5628
10 2 9386
10 3 1408
1 6 8250
5 2 1663
7 10 3126
6 7 4232
9 2 6524
6 1 1860
7 8 3221
8 6 6787
5 6 8381
2 7 5873
10 7 2620
1 3 1591
3 9 5202
9 6 4758
10 6 6589
5 1 1032
4 9 6221
6 7 1177
3 1 732
3 3 2250
7 4 6817
6 4 171
6 7 8852
9 7 3537
6 8 403
6 4 1005
7 8 1234
8 5 2242
6 7 6952
7 1 3806
6 9 4211
4 4 6417
7 1 5733
10 9 4341
6 6 3768
10 2 3241
7 10 4620
2 9 1125
3 4 5893
6 2 7306
4 10 1234
4 3 298
16 96
1 2 8790
2 3 2274
3 4 2710
4 5 5561
5 6 2966
6 7 1228
7 8 5366
8 9 3085
9 10 6499
10 11 7499
11 12 2678
12 13 2775
13 14 6639
14 15 7297
15 16 6636
1 16 5357
5 2 4831
10 16 2142
3 11 9541
4 8 196
13 6 628
3 7 3338
11 13 4565
16 9 1063
11 14 190
9 15 3177
5 3 2267
3 12 7114
1 14 1524
5 2 9707
8 14 4432
12 16 1431
5 10 7747
9 10 7147
15 4 9225
12 12 4951
5 16 1801
15 3 5669
8 3 3858
11 7 3955
5 15 6257
5 10 5904
11 14 8458
13 6 1987
7 4 7638
15 16 2049
5 4 3280
14 2 3458
2 9 3780
3 3 3787
6 7 3673
6 11 418
5 5 1007
14 1 2708
16 8 6583
5 6 9174
5 11 3657
5 8 8650
6 9 3970
10 11 8436
4 16 8107
12 5 3765
13 10 6842
11 7 7786
14 7 7393
4 11 7591
10 16 3329
2 4 6408
12 9 5200
13 2 7210
1 5 2746
11 16 8062
15 12 2711
8 6 7854
2 3 5476
2 7 6862
8 16 6765
8 1 2112
15 12 2713
14 9 5050
8 9 2911
1 3 9966
14 1 9338
5 9 2031
2 10 4402
5 11 5736
2 3 8855
15 10 3767
14 9 9123
6 6 8891
16 13 1507
14 13 1429
11 11 8773
4 15 6733
3 16 3094
4 4 8897
7 140
1 2 787
2 3 8977
3 4 2387
4 5 3036
5 6 2743
6 7 8609
1 7 1108
6 5 202
6 1 7526
5 7 8531
7 3 4925
7 4 5771
6 7 8922
1 1 6205
6 7 833
4 2 3220
1 6 8180
5 2 8425
1 1 9006
6 3 9183
4 1 8923
7 7 7563
6 3 3484
2 3 7441
2 6 5167
5 7 1870
6 1 7667
4 3 5328
4 3 96
3 1 3477
2 3 3250
7 7 4540
2 6 4079
2 5 1314
7 7 1491
4 2 9046
1 7 3365
3 3 1908
7 4 1228
6 7 2498
3 6 4249
7 5 7757
6 5 8791
3 6 6272
5 3 9109
5 4 1782
5 5 3862
3 5 9880
5 4 8261
5 1 8009
6 3 8307
1 1 8077
1 6 1234
6 6 7613
7 1 4654
4 6 3876
5 1 3499
2 4 4837
7 6 9571
1 4 7795
6 2 9337
2 7 1095
7 1 312
3 4 1065
1 1 4669
2 5 8965
1 7 6646
7 1 3781
5 7 2277
3 7 7008
3 3 3176
4 2 8677
2 7 3972
6 2 1499
7 2 6584
6 3 5633
3 1 3131
5 5 9292
4 3 7642
4 5 9147
7 6 1813
4 2 7596
5 3 7275
5 7 8436
3 6 8691
6 4 9047
5 4 3377
2 1 4237
7 2 7406
3 5 1510
5 4 7992
7 5 2540
2 3 6249
3 5 9429
5 7 9497
5 3 1121
7 5 3265
7 7 5278
5 4 4590
3 6 6179
6 1 702
4 1 388
2 7 7563
2 3 2550
6 5 3199
1 2 6094
2 6 6866
6 6 1351
3 1 2488
7 4 4269
2 7 2194
5 3 8074
5 4 5856
6 3 6463
3 1 7386
3 6 962
5 7 6239
4 5 9296
1 6 8017
6 5 6160
4 6 1586
1 3 8639
3 6 9857
5 4 1490
6 4 5668
5 6 5537
4 1 4919
6 5 7080
6 3 7296
6 1 6508
1 2 7248
1 1 215
4 3 5798
7 5 1559
5 4 2752
3 1 6222
5 2 8064
7 7 1494
2 3 1511
4 7 3306
15 300
1 2 1147
2 3 6026
3 4 4306
4 5 7228
5 6 6241
6 7 2976
7 8 2326
8 9 8390
9 10 4206
10 11 5943
11 12 9949
12 13 6925
13 14 895
14 15 9052
1 15 5311
14 3 5586
5 3 7131
6 1 5755
1 3 8026
14 3 6804
3 2 9182
14 6 1774
1 6 163
11 1 6463
5 7 1866
5 5 3491
7 10 3178
4 7 711
13 14 9753
13 13 8453
4 7 8299
12 12 1724
12 12 3827
11 7 1872
9 3 3515
6 15 9725
6 6 9261
1 10 4099
11 14 4132
8 4 1541
15 14 600
15 10 9261
6 6 6853
2 1 3931
5 1 1069
14 7 6280
5 4 2445
12 4 5751
10 14 1952
14 14 2720
6 5 7563
5 5 2014
1 10 7846
15 3 5221
12 7 9659
5 12 6672
4 2 9750
1 13 4776
13 15 9754
9 13 7142
15 3 5392
12 15 9153
10 7 149
5 6 2206
8 2 9899
3 14 390
11 9 9756
7 1 9961
7 6 8750
6 14 2959
9 6 4128
2 2 2857
6 4 4758
4 15 3035
11 14 1619
9 8 7929
11 3 1892
13 10 5010
13 1 6680
4 13 5205
7 14 3305
5 7 4894
8 13 5632
3 8 6068
2 4 1424
2 4 1356
15 6 8889
14 4 6475
13 8 2537
9 12 6830
3 10 5550
3 14 7736
11 14 5245
14 1 1873
8 2 2528
1 11 7108
2 10 6004
12 8 5322
1 12 7726
12 5 9262
13 15 1944
4 2 842
2 4 7870
11 9 4137
5 1 6326
2 2 2406
10 3 305
15 14 4620
1 6 358
1 2 7848
5 15 4997
3 10 5110
6 11 3080
8 7 4538
9 11 1903
4 5 6599
9 6 6333
1 5 3641
7 12 7701
9 4 1050
8 8 516
6 2 8000
5 8 7591
14 7 884
8 7 9751
11 11 6720
14 11 1602
12 3 4048
14 9 9379
7 10 8025
1 2 6542
8 8 5931
2 4 680
14 3 5011
2 2 9412
8 12 209
9 3 9807
8 6 8509
10 11 3640
1 2 9204
10 9 9400
3 8 5577
13 10 9196
14 15 3335
6 2 2531
5 1 5040
13 9 1107
1 1 9769
15 3 8314
14 3 7148
14 12 966
8 6 2989
2 4 1215
14 2 3234
5 15 6282
12 4 3757
1 1 8731
14 2 5508
2 8 1785
8 13 3292
15 11 4405
7 10 1666
7 3 7356
1 1 2154
2 5 7423
3 9 8926
5 9 3224
7 15 122
9 8 8129
14 15 3588
12 6 9350
14 13 4814
6 4 8262
1 12 5239
4 13 9081
14 7 8669
4 11 5394
2 2 363
8 3 9696
13 8 8057
15 4 6243
11 9 7922
2 14 9730
3 6 5586
3 10 5075
8 15 8127
6 3 4849
5 12 7621
9 11 4653
6 9 4082
3 15 6495
12 3 1706
3 4 8674
4 13 3812
2 15 6568
3 15 717
4 5 5184
8 1 5897
5 10 273
4 7 9143
10 1 6094
11 12 476
6 6 9806
7 2 5993
13 10 628
5 12 9142
3 1 203
3 15 9206
15 11 6512
14 14 8168
13 15 8584
11 10 352
4 8 1395
14 6 1441
14 10 8780
6 6 8486
4 8 5038
13 10 3284
15 1 844
11 14 5074
6 11 55
9 14 5930
7 9 3459
11 7 1316
8 5 6960
14 2 3310
2 12 7434
11 2 8163
5 1 4099
15 12 1864
1 2 4250
15 2 6405
1 8 2453
1 11 2199
6 10 4341
5 9 9504
1 10 3183
11 12 5579
9 1 2249
14 8 9705
2 15 8818
8 6 1819
12 7 1764
9 14 46
5 5 8105
12 1 7425
5 9 6491
2 4 6693
7 4 1313
6 2 252
7 11 8583
10 10 9
5 7 3162
15 15 1500
5 11 6339
12 7 7342
11 4 1465
12 12 8845
9 4 1294
13 9 5612
2 15 3664
4 1 9699
12 6 120
3 5 3731
15 2 9084
8 5 4165
1 15 7535
2 3 9672
7 3 8857
7 8 987
8 9 5766
4 4 1069
2 8 6009
13 2 1405
15 1 7303
13 1 1807
10 1 2342
9 3 8101
12 1 3074
3 7 7628
9 6 5663
7 9 5761
5 2 635
15 14 742
14 14 284
7 3 9249
3 12 1330
6 6 694
4 9 9834
4 4 6395
11 4 8692
3 10 7686
5 6 5777
15 12 9438
3 11 2398
13 9 3740
2 3 3982
13 1 7009
11 4 2492
1 7 5640
0
